pic_name,mean,asm,con,eng,idm,Auto_correlation,std
33.png,0.039801597595214844,0.1042940765619278,0.21954345703125,2.762249669024698,0.93175048828125,109.1539306640625,13.45965765412683
34.png,0.04245257377624512,0.15524330735206604,0.140869140625,2.4035665905658825,0.9494384765625,122.1826171875,17.620341048561002
35.png,0.04290580749511719,0.12660175561904907,0.115234375,2.4224808390165005,0.95379638671875,126.22412109375,15.782219523005843
36.png,0.037047624588012695,0.08794841170310974,0.14813232421875,2.737849644390091,0.94405517578125,98.5882568359375,10.816654616795288
37.png,0.04651165008544922,0.13095732033252716,0.1553955078125,2.5160317329439668,0.939520263671875,147.4041748046875,18.65778867732543
38.png,0.03847217559814453,0.10697494447231293,0.1279296875,2.5676502651161703,0.94512939453125,102.91778564453125,12.137780453512438
39.png,0.04213094711303711,0.08155599236488342,0.18267822265625,2.8437491740944454,0.93670654296875,124.55780029296875,12.956109681803431
4.png,0.05472874641418457,0.3052225261926651,0.081298828125,1.4819548522708361,0.957965087890625,198.36114501953125,31.74117695272306
40.png,0.04118061065673828,0.11776011437177658,0.2772216796875,2.7192642372527,0.93271484375,116.660400390625,15.58875565190152
41.png,0.04816412925720215,0.1296490654349327,0.17822265625,2.4765963981236223,0.930767822265625,156.782470703125,18.760018501090855
42.png,0.04734969139099121,0.1326151043176651,0.1357421875,2.4114416595229127,0.9502685546875,151.42071533203125,18.506699865627052
43.png,0.04764604568481445,0.12165596336126328,0.16986083984375,2.565468703816527,0.950848388671875,154.60333251953125,18.233871749199647
44.png,0.049707651138305664,0.18523422628641129,0.0716552734375,1.9437820153360788,0.969207763671875,164.8385009765625,22.03423738821721
45.png,0.050576210021972656,0.19049476832151413,0.11932373046875,2.040121342035624,0.9520263671875,170.68963623046875,23.09187274820158
46.png,0.0507807731628418,0.18930839002132416,0.1343994140625,2.1989265414269927,0.93460693359375,174.05889892578125,24.456562803120466
47.png,0.053531646728515625,0.24136868864297867,0.06591796875,1.634271434169363,0.96124267578125,190.10797119140625,27.711567932134326
48.png,0.048098087310791016,0.1723547950387001,0.12945556640625,2.205764794184234,0.937164306640625,154.93597412109375,21.326673417906445
49.png,0.045639991760253906,0.12707903236150742,0.181884765625,2.4690726454650473,0.92144775390625,140.21038818359375,17.058879618022278
5.png,0.05445694923400879,0.4560018703341484,0.04913330078125,1.0978142517373901,0.97576904296875,196.05914306640625,37.89725040261329
50.png,0.0497126579284668,0.1409469023346901,0.1910400390625,2.351461913097865,0.919451904296875,165.36572265625,19.919045449560848
6.png,0.05137348175048828,0.21848902851343155,0.1280517578125,2.011509894823315,0.948211669921875,176.22125244140625,25.573243896585783
7.png,0.04988265037536621,0.2014240249991417,0.104736328125,2.0457861426438506,0.958892822265625,166.58502197265625,23.67882349155173
8.png,0.0567779541015625,0.5099577978253365,0.0263671875,0.7715850163825932,0.979461669921875,213.0797119140625,42.208334129238715
9.png,0.05191397666931152,0.20826400071382523,0.2852783203125,2.2397573175813523,0.9206977671627545,182.51165771484375,26.485753995796898
