pic_name,mean,asm,con,eng,idm,Auto_correlation,std
1.png,0.05109119415283203,0.22592590749263763,0.1072998046875,1.8989297077634821,0.956329345703125,173.76031494140625,25.83363306287608
10.png,0.05003643035888672,0.7291478887200356,0.0272216796875,0.5854279053478744,0.9796142578125,165.465576171875,44.329752040769506
11.png,0.05616021156311035,0.4461963102221489,0.05084228515625,1.1413466937449388,0.974029541015625,209.1519775390625,39.62048378504544
12.png,0.05291867256164551,0.3481767252087593,0.06298828125,1.518179277961149,0.967657470703125,186.08148193359375,32.90265646921717
13.png,0.051253557205200195,0.24860309064388275,0.09124755859375,1.7894132335875321,0.9571752211626838,174.618896484375,26.784333002653
14.png,0.05317044258117676,0.312921367585659,0.046630859375,1.3515423831139572,0.97198486328125,187.157470703125,30.30806624526304
15.png,0.05348944664001465,0.3913903385400772,0.046142578125,1.1867229015028165,0.97052001953125,189.2249755859375,34.59260158869825
16.png,0.05376243591308594,0.26333460956811905,0.0933837890625,1.6500363936606603,0.9610021254595589,192.06927490234375,29.141933843376524
17.png,0.04776358604431152,0.474839523434639,0.079833984375,1.0928744892739575,0.962982177734375,150.94927978515625,33.44327607226118
18.png,0.05779409408569336,0.8018156737089157,0.01983642578125,0.3984575712315941,0.98236083984375,220.60211181640625,53.688829188941774
19.png,0.055269479751586914,0.3724362924695015,0.05731201171875,1.3021287791896663,0.9707763671875,202.6702880859375,35.60137751932225
2.png,0.05752921104431152,0.7239333987236023,0.02899169921875,0.5916141931843422,0.979949951171875,218.67724609375,50.9869628614782
20.png,0.037897586822509766,0.26645243912935257,0.0892333984375,1.6687349084913679,0.9654781565946694,95.76556396484375,20.593167721532982
21.png,0.05182957649230957,0.17486250400543213,0.20428466796875,2.218512037906398,0.9224487304687501,179.56427001953125,23.370999512815622
22.png,0.04642033576965332,0.12345471978187561,0.10626220703125,2.423160706388094,0.955291748046875,146.64898681640625,17.809530770763928
23.png,0.05519866943359375,0.4739265665411949,0.1175537109375,1.3767854371726225,0.96610107421875,203.00311279296875,41.070591065727484
24.png,0.047313690185546875,0.19261693954467773,0.1861572265625,2.4961626458003714,0.940325927734375,157.81884765625,25.500244286703715
25.png,0.04132890701293945,0.08115250617265701,0.173828125,2.836159339203404,0.9293884277343749,119.365966796875,12.450603605478653
26.png,0.053148746490478516,0.304174579679966,0.09454345703125,1.609329183419062,0.965667724609375,187.274169921875,30.55795339466306
27.png,0.050531864166259766,0.2298339232802391,0.09918212890625,1.9408576837174683,0.960052490234375,170.6690673828125,25.62507403259454
28.png,0.050403594970703125,0.19602691382169724,0.11236572265625,2.0538089990844917,0.955841064453125,169.945068359375,23.508476289179548
29.png,0.03960466384887695,0.09054532647132874,0.260986328125,2.9287552393180287,0.9137731215533088,109.8441162109375,12.686917722228538
3.png,0.055313825607299805,0.35157866030931473,0.0386962890625,1.1840939629922738,0.97540283203125,202.343505859375,34.1552434274825
30.png,0.037056684494018555,0.08993616700172424,0.27349853515625,2.9882680311085523,0.9126708984375,96.96221923828125,11.971624650003903
31.png,0.048583593749999994,0.17410476,0.6317000000000002,2.5082606369899296,0.908291390485508,166.6697,23.633983893663167
32.png,0.04171609878540039,0.07703586667776108,0.20916748046875,3.004554421264447,0.9167419433593751,125.0748291015625,13.723578345164485
